,a,b,c
0,-0.44616699,-1.8365479,1.7236328
1,-0.38253784,-2.0095825,1.5948486
2,-0.42358398,-2.1113586,1.6152954
3,-0.27282715,-2.1456909,1.5919495
4,-0.3503418,-2.0626831,1.6047668
5,-0.20477295,-2.0652771,1.4523315
6,-0.26809692,-2.0014954,1.5119934
7,-0.22399902,-1.9544983,1.3700867
8,-0.098114014,-2.0559692,1.3748169
9,-0.29449463,-2.0774841,1.4147949
10,-0.014648438,-2.1948242,1.394043
11,-0.070953369,-2.1221924,1.3891602
12,0.064086914,-2.203064,1.3757324
13,0.050506592,-2.2595215,1.4025879
14,0.051116943,-2.2711182,1.2582397
15,0.027313232,-2.2880554,1.2712097
16,0.062255859,-2.2077942,1.1991882
17,0.15151978,-2.217865,1.2120056
18,0.22445679,-2.219696,1.1999512
19,0.23529053,-2.2517395,1.2417603
20,0.24993897,-2.3014832,1.1668396
21,0.28045654,-2.2563171,1.0639954
22,0.26779175,-2.30896,1.2472534
23,0.25268555,-2.2627258,1.1398315
24,0.48782349,-2.2718811,1.0227966
25,0.37841797,-2.2685242,0.8895874
26,0.51025391,-2.1018982,0.75439453
27,0.53390503,-2.1504211,0.85540772
28,0.49957275,-2.233429,0.7170105
29,0.70922852,-2.0735168,0.70831299
30,0.7371521,-2.099762,0.74462891
31,0.7484436,-2.0898438,0.74630737
32,0.72143555,-2.3187256,0.63446045
33,0.73577881,-2.1809387,0.58914185
34,0.77484131,-2.2309875,0.62240601
35,0.78735352,-2.1473694,0.60043335
36,0.84060669,-2.1878052,0.44754028
37,0.85708618,-2.2584534,0.56976318
38,0.7472229,-2.0933533,0.55801392
39,0.7951355,-2.0100403,0.50933838
40,0.81130981,-1.8730164,0.39276123
41,0.96618652,-1.7460632,0.33615112
42,0.96847534,-1.7471313,0.29556274
43,0.87295532,-1.8692017,0.37078857
44,0.95809937,-1.6908264,0.43731689
45,0.91873169,-1.9012451,0.37658691
46,0.95947266,-1.9277954,0.11062622
47,0.8908081,-1.9313049,0.077514648
48,1.1682129,-1.8185425,0.13198853
49,0.93917847,-1.8875122,0.15014648
50,0.97305298,-1.8339539,0.045623779
51,1.12854,-1.7422485,0.10910034
52,1.0383606,-1.8179321,0.023193359
53,0.92697144,-1.8287659,0.068359375
54,1.0015869,-1.8264771,-0.00793457
55,1.0412598,-2.0916748,-0.094451904
56,0.84213257,-1.8989563,0.087585449
57,0.92529297,-1.6973877,-0.11520386
58,1.0354614,-1.8731689,-0.14541626
59,0.89492798,-1.7433166,-0.12390137
60,1.0592651,-1.6641235,-0.23773193
61,1.053009,-1.5434265,-0.19821167
62,1.1343384,-1.6659546,-0.37017822
63,1.1819458,-1.5739441,-0.38131714
64,1.0748291,-1.6030884,-0.37216186
65,1.0087585,-1.5060425,-0.35049439
66,1.0722351,-1.3948059,-0.45166016
67,1.1372375,-1.3079834,-0.31814575
68,1.0635376,-1.270752,-0.3666687
69,1.265564,-1.2742615,-0.24734497
70,0.72998047,-1.4556885,-0.58334351
71,0.95535278,-1.1715698,-0.6602478
72,1.1367798,-1.184082,-0.67962647
73,1.0205078,-1.0797119,-0.71456909
74,1.0192871,-1.1943054,-0.88165283
75,0.94039917,-1.2695313,-0.87966919
76,1.0844421,-1.2670898,-0.89599609
77,1.0606384,-0.99990845,-0.82489014
78,0.84884644,-0.98495483,-0.64941406
79,0.99182129,-0.86807251,-0.63812256
80,1.0980225,-0.82214356,-0.74020386
81,1.0839844,-0.76889038,-0.78918457
82,1.0951233,-0.88226318,-0.70281982
83,0.95916748,-0.63201904,-0.93994141
84,0.96221924,-0.68099976,-0.91369629
85,0.96832275,-0.54168701,-0.96984863
86,0.9538269,-0.43991089,-0.97213745
87,1.0180664,-0.41748047,-1.0107422
88,0.88729858,-0.37750244,-1.0783386
89,1.0144043,-0.41305542,-1.0668945
90,0.98632813,-0.45684814,-1.1558533
91,0.95626831,-0.60577393,-1.1853027
92,0.98052978,-0.39352417,-1.0691834
93,0.91064453,-0.33950806,-1.0594177
94,0.83770752,-0.27786255,-1.0447693
95,0.84365845,-0.33874512,-1.1355591
96,0.75332642,-0.16281128,-0.92071533
97,0.69488525,-0.14846802,-1.0267639
98,0.7460022,-0.11611939,-1.0723877
99,0.69122315,-0.068664551,-1.1473084
100,0.77484131,-0.10147095,-1.1264038
101,0.65353394,-0.082550049,-1.0282898
102,0.58685303,-0.020141602,-1.0327148
103,0.44250488,-0.2822876,-1.0910034
104,0.2130127,-0.40817261,-1.2791443
105,0.32974243,-0.21316528,-1.2039185
106,0.24520874,0.035552979,-1.1326599
107,0.40924072,0.14785767,-1.2014771
108,0.35675049,0.25634766,-1.0874939
109,0.21377563,0.055084229,-1.134491
110,0.34545898,0.029449463,-1.1602783
111,0.17822266,0.25283814,-1.1244202
112,0.17501831,0.42190552,-1.1663818
113,0.4800415,0.31097412,-1.1190796
114,0.32745361,0.53436279,-1.2738037
115,0.11688232,0.61813354,-1.1920166
116,0.20111084,0.45227051,-1.2535095
117,0.049743652,0.23681641,-1.1039734
118,0.054931641,0.42419434,-1.1375427
119,0.075073242,0.31036377,-1.2445068
120,-0.059661865,0.4385376,-1.0385132
121,-0.23254395,0.57449341,-1.2030029
122,-0.092773438,0.60897827,-1.178894
123,0.012359619,0.66421509,-1.0906982
124,0.000305176,0.84777832,-1.0620117
125,-0.16265869,0.71014404,-1.2161255
126,-0.27923584,0.67840576,-1.0011291
127,-0.33569336,0.76782227,-1.0931396
128,-0.23880005,0.8366394,-1.0014343
129,-0.26351929,0.90713501,-1.0719299
130,-0.34896851,1.1273193,-0.98800659
131,-0.35217285,0.96923828,-1.026001
132,-0.29968262,0.94070435,-1.1210632
133,-0.24642944,1.0661316,-0.95748901
134,-0.31921387,1.0336304,-1.0372925
135,-0.32623291,0.88867188,-1.0713196
136,-0.3704834,1.0676575,-0.97640991
137,-0.52612305,0.99761963,-1.0240173
138,-0.5935669,0.90637207,-1.0874939
139,-0.64605713,1.1082459,-0.92926025
140,-0.6022644,1.0647583,-0.94436646
141,-0.72494507,1.1682129,-0.94528198
142,-0.82885742,1.2045288,-0.76034546
143,-0.86349487,1.1141968,-0.91766357
144,-0.756073,1.1715698,-0.95352173
145,-1.0868835,1.0287476,-0.62850952
146,-0.990448,1.2078857,-0.61309815
147,-0.89508057,1.1605835,-0.61340332
148,-0.9060669,1.1634827,-0.5809021
149,-0.93322754,1.2980652,-0.51818848
150,-1.0092163,1.2214661,-0.59265137
151,-1.1006165,1.2234497,-0.71121216
152,-1.2417603,1.242218,-0.4498291
153,-1.2736511,1.3504028,-0.45196533
154,-1.2522888,1.1776733,-0.48553467
155,-1.2995911,1.1473084,-0.46829224
156,-1.3195801,1.1244202,-0.26153564
157,-1.2947083,1.1332703,-0.48873901
158,-1.3813782,1.1933899,-0.4208374
159,-1.3957214,1.292572,-0.34988403
160,-1.428833,1.3130188,-0.31005859
161,-1.3711548,1.2011719,-0.23193359
162,-1.3604736,1.2930298,-0.18386841
163,-1.5284729,1.2191772,-0.2696228
164,-1.5570068,1.105957,-0.28900147
165,-1.6615295,1.1148071,-0.15869141
166,-1.708374,1.2165833,-0.11871338
167,-1.7500305,1.2643433,-0.23681641
168,-1.5890503,1.2150574,0.001373291
169,-1.7533875,0.88653565,-0.25863647
170,-1.8727112,0.98876953,0.014648438
171,-1.8341064,1.2226868,0.17501831
172,-1.6760254,1.2548828,0.20645142
173,-1.6841125,1.2982178,0.17868042
174,-1.8629456,1.312561,0.29876709
175,-1.5985107,1.1021423,0.1689148
176,-1.8130493,1.1911011,0.33981323
177,-1.7469788,1.0882568,0.11123657
178,-1.738739,1.0742188,0.13671875
179,-1.7962646,1.0458374,0.17684937
180,-1.8016052,1.1114502,0.32089233
181,-1.8170166,1.0824585,0.35186768
182,-1.7941284,1.1160278,0.48309326
183,-1.9099426,0.9828186,0.53710938
184,-2.0437622,0.92132568,0.47683716
185,-1.9407654,0.96740723,0.59707642
186,-1.9503784,0.79208374,0.66070557
187,-2.0394897,0.87646484,0.67459106
188,-1.8148804,0.79803467,0.68862915
189,-1.9454956,0.81192017,0.80276489
190,-2.0465088,0.71228027,0.70541382
191,-1.9535828,0.56152344,0.84075928
