,a,b,c
0,1.0673523,-1.098175,-0.82809448
1,1.1531067,-0.9664917,-0.80291748
2,1.2080383,-1.0374451,-0.96847534
3,1.2976074,-0.85968018,-0.97000122
4,1.2220764,-0.88851929,-0.92590332
5,1.1483765,-0.86959839,-0.98068237
6,1.1471558,-0.85845947,-1.1413574
7,1.1985779,-0.83724976,-0.84411621
8,1.3189697,-0.87249756,-1.1169434
9,1.0305786,-0.6149292,-1.0148621
10,0.98632813,-0.81008911,-1.0639954
11,1.0820007,-0.63430786,-1.1561584
12,0.9475708,-0.60897827,-1.0044861
13,1.0845947,-0.61538696,-0.99487305
14,1.0098267,-0.58700562,-1.1555481
15,1.1332703,-0.4914856,-1.187439
16,1.0110474,-0.68511963,-0.97747803
17,1.0209656,-0.45578003,-1.1218262
18,1.0063171,-0.58059692,-1.0958862
19,0.9677124,-0.47103882,-1.3148499
20,0.97213745,-0.39016724,-1.1553955
21,0.74615478,-0.40679932,-1.1798096
22,0.82168579,-0.36300659,-1.1802673
23,0.68908691,-0.33096314,-1.1207581
24,0.69625854,-0.2470398,-1.1637878
25,0.7333374,-0.21957398,-1.2628174
26,0.67581177,-0.23239136,-1.373291
27,0.64254761,-0.22506714,-1.3612366
28,0.73196411,-0.017700195,-1.3279724
29,0.76431274,-0.015411377,-1.2867737
30,0.74005127,-0.00793457,-1.1888123
31,0.56732178,-0.18585205,-1.2963867
32,0.53070068,-0.15426636,-1.2985229
33,0.43029785,-0.34286499,-1.7512512
34,0.52230835,-0.083312988,-1.5026855
35,0.49011231,0.10299683,-1.2927246
36,0.45303345,0.26824951,-1.2741089
37,0.52932739,0.2861023,-1.3294983
38,0.50796509,0.43457031,-1.4520264
39,0.50994873,0.39489746,-1.3682556
40,0.38589478,0.44326782,-1.395874
41,0.37994385,0.31158447,-1.4527893
42,0.37017822,0.31478882,-1.2983704
43,0.34103394,0.45959473,-1.3752747
44,0.390625,0.45059204,-1.1911011
45,0.23925781,0.4069519,-1.321106
46,0.35461426,0.41305542,-1.4057922
47,0.34378052,0.40222168,-1.3554382
48,0.29876709,0.4888916,-1.3491821
49,0.21011353,0.53863525,-1.3285828
50,0.184021,0.6173706,-1.3858032
51,0.038757324,0.53909302,-1.4134216
52,0.13076782,0.67138672,-1.4347839
53,-0.011291504,0.79101563,-1.3591003
54,0.054931641,0.95794678,-1.3693237
55,-0.05279541,0.84777832,-1.2646484
56,-0.04989624,0.88821411,-1.3690186
57,-0.096435547,0.86532593,-1.2721252
58,-0.15258789,0.8140564,-1.3438416
59,-0.22628784,0.8782959,-1.2452698
60,-0.35995483,0.88104248,-1.3644409
61,-0.24673462,0.91949463,-1.1471558
62,-0.28915405,0.97061157,-1.1763
63,-0.38284302,1.098175,-1.118927
64,-0.32989502,0.9463501,-1.2490845
65,-0.32592773,1.0218811,-1.2384033
66,-0.30090332,0.94619751,-1.2721252
67,-0.36926269,1.0836792,-1.2242126
68,-0.31616211,1.0961914,-1.1978149
69,-0.5279541,1.0964966,-0.99899292
70,-0.6413269,1.1434937,-1.12854
71,-0.59921265,1.3186646,-1.0029602
72,-0.46966553,1.1750793,-1.1503601
73,-0.48095703,1.0284424,-1.1474609
74,-0.67733765,1.227417,-1.0160828
75,-0.68710327,1.2236023,-1.003418
76,-0.80307007,1.1387634,-1.1271667
77,-0.84320068,1.1325073,-1.051178
78,-0.80871582,1.1181641,-0.98678589
79,-0.82000732,1.027832,-1.027832
80,-0.76934815,1.1738586,-0.9022522
81,-0.96466065,1.1630249,-0.83435059
82,-1.0211182,1.295929,-0.8291626
83,-1.0394287,1.2683105,-0.77301025
84,-0.9854126,1.3423157,-0.75241089
85,-0.9967041,1.3005066,-0.86959839
86,-0.94421387,1.434021,-0.88989258
87,-1.1506653,1.5994263,-0.65292358
88,-1.1439514,1.4796448,-0.68878174
89,-1.2202454,1.3781738,-0.57922363
90,-1.181488,1.2294006,-0.67382813
91,-1.1784363,1.2675476,-0.60180664
92,-1.2156677,1.3305664,-0.60470581
93,-1.2336731,1.1317444,-0.42205811
94,-1.2104797,1.1437988,-0.58410644
95,-1.3761902,1.1602783,-0.42175293
96,-1.2884521,1.2557983,-0.41656494
97,-1.3536072,1.4282227,-0.37414551
98,-1.4337158,1.3044739,-0.39154053
99,-1.4755249,1.4842224,-0.27984619
100,-1.4144897,1.5090942,-0.26901245
101,-1.5290833,1.4820862,-0.41534424
102,-1.643219,1.4265442,-0.28015137
103,-1.5841675,1.3803101,-0.35247803
