,a,b,c
0,-1.8785095,-0.003967285,1.0975647
1,-1.9302368,-0.028076172,1.2866211
2,-1.8566895,0.041809082,1.2216187
3,-1.7430115,0.012969971,1.0913086
4,-1.8118286,-0.21453857,1.1061096
5,-1.6891479,-0.36254883,1.2722778
6,-1.7024231,-0.20584106,1.2374878
7,-1.8081665,-0.41503906,1.4123535
8,-1.8766785,-0.29754639,1.3420105
9,-1.9578552,-0.2696228,1.5083313
10,-1.8077087,-0.42678833,1.4401245
11,-1.676178,-0.52124023,1.4872742
12,-1.6146851,-0.38574219,1.6325378
13,-1.9186401,-0.24749756,1.6474915
14,-1.8948364,-0.33203125,1.6244507
15,-1.6246033,-0.57098389,1.3873291
16,-1.5940857,-0.71502685,1.627655
17,-1.7108154,-0.82366943,1.5602112
18,-1.7651367,-0.85220337,1.6720581
19,-1.6462708,-1.0186768,1.5354919
20,-1.8511963,-0.82092285,1.4807129
21,-1.7808533,-1.0749817,1.5409851
22,-1.6131592,-0.89035034,1.6244507
23,-1.6184998,-0.97442627,1.5246582
24,-1.4529419,-1.0868835,1.6098022
25,-1.4776611,-0.93978882,1.4421082
26,-1.3531494,-1.056366,1.6741943
27,-1.4683533,-1.4544678,1.6517639
28,-1.2841797,-1.5686035,1.6537476
29,-1.2460327,-1.4405823,1.822052
30,-1.3011169,-1.3035584,1.8518066
31,-1.3542175,-1.2437439,1.6571045
32,-1.3459778,-1.2727356,1.6833496
33,-1.2423706,-1.2249756,1.7785645
34,-1.2042236,-1.2767029,1.7248535
35,-1.3671875,-1.2631226,1.7150879
36,-1.1709595,-1.2095642,1.8843079
37,-1.2075806,-1.3491821,1.7956543
38,-1.1317444,-1.5386963,1.7903137
39,-0.93856812,-1.4306641,1.7770386
40,-1.0662842,-1.4274597,1.7311096
41,-0.94238281,-1.5437317,1.6635132
42,-0.94055176,-1.5679932,1.7649841
43,-1.0145569,-1.5899658,1.7782593
44,-0.83068848,-1.8675232,1.5567017
45,-0.76217651,-1.9589233,1.4886475
46,-0.58059692,-1.8499756,1.6142273
47,-0.59967041,-1.7675781,1.6363525
48,-0.50689697,-1.8678284,1.5815735
49,-0.58959961,-1.8563843,1.5504456
50,-0.40771484,-1.7364502,1.5922546
51,-0.50964356,-1.6784668,1.4854431
52,-0.42709351,-1.7855835,1.5565491
53,-0.50003052,-1.8908691,1.4779663
54,-0.45196533,-1.914978,1.4582825
55,-0.11657715,-2.1928406,1.4141846
56,-0.20629883,-2.0907593,1.2223816
57,-0.18585205,-2.0237732,1.378479
58,-0.23223877,-1.988678,1.3812256
59,-0.27786255,-1.9549561,1.2998962
60,-0.19805908,-1.8939209,1.3302612
61,-0.003814697,-1.7744446,1.3238525
62,-0.13427734,-1.7857361,1.2670898
63,0.007324219,-1.8869019,1.1500549
64,0.027313232,-1.8760681,1.061554
65,0.21438599,-1.9909668,1.1611938
66,0.24017334,-1.9155884,1.0826111
67,0.18798828,-1.9726563,0.90408325
68,0.12237549,-2.1044922,0.97229004
69,0.23513794,-2.0956421,0.88043213
70,0.29312134,-2.0768738,1.0087585
71,0.29159546,-2.1005249,0.84655762
72,0.37399292,-2.0373535,0.79101563
73,0.31173706,-1.9314575,0.93475342
74,0.30105591,-1.839447,0.91156006
75,0.41030884,-1.9929504,0.84686279
76,0.47073364,-2.0506287,0.64315796
77,0.59692383,-2.0199585,0.56732178
78,0.58502197,-2.1261597,0.51391602
79,0.65368652,-1.9711304,0.50460815
80,0.64941406,-1.9332886,0.53619385
81,0.61447144,-1.809082,0.51818848
82,0.63964844,-1.7736816,0.56716919
83,0.69869995,-1.937561,0.77514648
84,0.67932129,-1.7295837,0.59280396
85,0.7522583,-1.8203735,0.60333252
86,0.82122803,-1.8719482,0.47302246
87,0.70358276,-1.8692017,0.54016113
88,0.66894531,-1.8754578,0.40649414
89,0.80413818,-1.9863892,0.56274414
90,0.85205078,-1.6717529,0.39199829
91,0.85494995,-1.6744995,0.4133606
92,0.95230103,-1.6386414,0.26947022
93,0.97106934,-1.6217041,0.032653809
94,0.95245361,-1.5753174,0.19989014
95,0.98373413,-1.6461182,0.13778687
96,0.89904785,-1.6667175,0.14892578
97,0.85403442,-1.5719604,0.084228516
98,0.99731445,-1.6497803,0.055999756
99,0.94955444,-1.459198,0.007324219
100,1.0693359,-1.3191223,-0.16815185
101,1.0488892,-1.4172363,-0.077972412
102,1.0342407,-1.5512085,-0.20507813
103,0.95245361,-1.5049744,-0.35247803
104,0.90255737,-1.4500427,-0.48278809
105,0.90576172,-1.4846802,-0.36148071
106,0.94329834,-1.3757324,-0.39825439
107,0.84655762,-1.3777161,-0.47912598
108,0.85952759,-1.2786865,-0.5770874
109,0.85357666,-1.3143921,-0.40435791
110,0.93429565,-1.1367798,-0.68328857
111,0.8241272,-1.0113525,-0.48583984
112,0.89248657,-1.0772705,-0.39108276
113,0.8291626,-1.0733032,-0.64971924
114,0.89141846,-1.0821533,-0.65872192
115,0.96481323,-0.84564209,-0.57769775
116,1.0523987,-0.88531494,-0.79833984
117,0.94848633,-0.7649231,-0.81130981
118,0.90667725,-0.68695068,-0.8605957
119,0.9236145,-0.6086731,-0.87493897
120,0.89172363,-0.58319092,-0.95565796
121,0.92483521,-0.38665772,-0.87982178
122,0.80963135,-0.31433106,-0.78262329
123,0.76461792,-0.35293579,-0.77285767
124,0.86364746,-0.36346436,-0.95672607
125,0.84167481,-0.45318603,-0.965271
126,0.83374023,-0.52947998,-0.98983765
127,0.77423096,-0.31326294,-0.80215454
128,0.7736206,-0.3515625,-0.92559815
129,0.67977905,-0.24276733,-0.72418213
130,0.7093811,-0.098876953,-0.9854126
131,0.70205688,-0.20874023,-0.95428467
132,0.46813965,-0.12237549,-1.1538696
133,0.47073364,-0.234375,-1.1218262
134,0.5708313,-0.13381958,-1.101532
135,0.4826355,-0.10177612,-1.0658264
136,0.40252686,-0.030517578,-0.91629028
137,0.33660889,0.09765625,-0.9954834
138,0.31768799,0.019378662,-1.1077881
139,0.18417358,-0.29495239,-1.268158
140,0.16784668,-0.181427,-1.2301636
141,0.19210815,0.2204895,-1.139679
142,0.21377563,0.35644531,-0.96191406
143,0.086975098,0.34973144,-1.0313416
144,0.11795044,0.21820068,-1.0209656
145,0.052490234,0.27923584,-1.0586548
146,0.098266602,0.13214111,-1.04599
147,0.12039185,0.37261963,-0.97229004
148,0.16098023,0.36407471,-1.0699463
149,0.17440796,0.45440674,-0.87402344
150,0.049743652,0.60317993,-0.80657959
151,-0.14328003,0.46279907,-1.0176086
152,-0.24185181,0.41000366,-0.98831177
153,-0.052490234,0.58242798,-0.91842651
154,-0.20111084,0.60714722,-1.1495972
155,-0.27587891,0.8605957,-1.0827637
156,-0.27435303,0.82839966,-0.97045898
157,-0.35079956,0.93704224,-1.0195923
158,-0.4560852,0.99395752,-1.0490417
159,-0.43762207,1.0760498,-1.0667419
160,-0.45471191,0.93658447,-1.0310364
161,-0.51940918,0.87005615,-1.0745239
162,-0.52124023,0.64208984,-1.0183716
163,-0.43579102,0.77651978,-1.055603
164,-0.52581787,0.90911865,-0.91491699
165,-0.71578979,0.85327148,-0.94543457
166,-0.61721802,0.80627441,-0.82214356
167,-0.80307007,1.0430908,-0.69396973
